timestamp,cpu_percent,ram_used_percent,ram_available_gb,disk_used_percent,disk_free_gb,cpu_temp,battery_percent,plugged_in,health_score
2026-04-23 07:14:01,24.8,76.2,3.74,29.2,336.84,N/A,15,True,90
2026-04-23 07:14:26,23.9,75.5,3.85,29.2,336.85,N/A,15,True,90
2026-04-23 07:15:05,19.4,75.7,3.83,29.2,336.85,N/A,16,True,90
2026-04-23 07:15:31,36.2,78.2,3.43,29.2,336.85,N/A,16,False,90
2026-04-23 07:16:10,23.7,76.1,3.75,29.2,336.85,N/A,16,False,90
2026-04-23 07:16:36,19.2,74.1,4.08,29.2,336.84,N/A,16,False,90
2026-04-23 07:17:39,14.0,49.6,7.93,29.2,336.9,N/A,15,False,100
2026-04-23 07:22:44,38.6,69.1,4.86,29.2,336.94,N/A,10,False,90
2026-04-23 07:23:21,24.7,70.4,4.66,29.2,336.94,N/A,9,False,90
2026-04-23 07:24:13,35.9,68.6,4.94,29.2,336.93,N/A,8,True,90
2026-04-23 07:25:17,14.8,67.5,5.12,29.2,336.94,N/A,9,True,90
2026-04-23 07:26:20,13.0,67.3,5.15,29.2,336.93,N/A,11,True,90
2026-04-23 07:27:24,23.7,66.2,5.32,29.2,336.93,N/A,12,True,90
2026-04-23 07:28:27,22.3,68.4,4.97,29.2,336.93,N/A,13,True,90
2026-04-23 07:29:30,10.6,68.4,4.97,29.2,336.93,N/A,14,True,90
2026-04-23 07:30:34,14.2,67.5,5.12,29.2,336.93,N/A,16,True,90
2026-04-23 07:31:38,18.8,67.5,5.11,29.2,336.93,N/A,17,True,90
2026-04-23 07:32:41,17.8,67.4,5.13,29.2,336.93,N/A,18,True,90
2026-04-23 07:33:44,21.0,68.1,5.02,29.2,336.93,N/A,19,True,90
2026-04-23 07:34:48,12.1,68.2,5.0,29.2,336.93,N/A,21,True,90
2026-04-23 07:35:51,11.2,63.4,5.76,29.2,336.93,N/A,22,True,90
2026-04-23 07:36:55,21.1,63.1,5.81,29.2,336.93,N/A,23,True,90
2026-04-23 07:37:58,13.7,63.3,5.77,29.2,336.92,N/A,24,True,90
2026-04-23 07:39:01,12.8,62.8,5.85,29.2,336.92,N/A,26,True,90
2026-04-23 07:40:05,15.5,61.5,6.05,29.2,336.92,N/A,27,True,90
2026-04-23 07:41:08,20.3,63.7,5.72,29.2,336.92,N/A,28,True,90
2026-04-23 07:42:11,32.9,60.9,6.15,29.2,336.92,N/A,29,True,90
2026-04-23 15:49:54,31.8,66.5,5.27,29.2,336.83,N/A,7,False,90
2026-04-23 16:13:06,48.0,79.9,3.16,29.3,336.35,N/A,6,True,90
2026-04-23 19:00:14,22.0,38.3,9.71,29.3,336.46,N/A,80,True,100
2026-04-23 19:03:12,36.4,66.1,5.33,29.3,336.42,N/A,80,True,90
2026-04-23 23:24:37,13.9,57.1,6.75,29.4,336.03,N/A,53,False,100
2026-04-23 23:25:41,12.7,53.3,7.34,29.4,336.03,N/A,52,False,100
2026-04-23 23:26:44,10.2,52.7,7.45,29.4,336.03,N/A,52,False,100
2026-04-23 23:27:48,33.6,68.1,5.02,29.4,336.03,N/A,51,False,90
2026-04-23 23:28:51,12.8,64.0,5.66,29.4,336.03,N/A,51,False,90
